538009223,9362982,LENI                ,V7A4474,70,7,201,24,14,18,10,17,5,0,RU MMK              ,1,2023-10-12 05:52:43.420902+00:00
257562000,9247168,SIRI KNUTSEN        ,LAKD8  ,80,11.6,153,36,11,16,10,11,5,0,PEMBROKE            ,1,2023-10-12 05:52:54.761843+00:00
275493000,8516263,CEG GALAXY          ,YLPF   ,70,3.5,51,12,9,3,9,10,18,0,WICKLOW             ,1,2023-10-12 05:53:01.721845+00:00
235000295,8966470,LORD OF THE GLENS   ,ZQOE9  ,60,2.8,7,38,8,2,10,12,8,0,CRAIGNURE           ,1,2023-10-12 05:53:06.268942+00:00
314217000,9145554,WILSON MAAS         ,8PSZ   ,79,4.1,70,8,5,5,10,10,20,0,GBKYL               ,1,2023-10-12 05:53:07.408033+00:00
244333000,9829007,THUN LIFFEY         ,PBWT   ,80,6.4,127,23,5,18,10,8,23,30,GB PEM              ,1,2023-10-12 05:53:10.155929+00:00
212637000,9803675,BG DIAMOND          ,5BVG4  ,79,7.3,135,18,12,12,10,11,13,45,IEORK               ,0,2023-10-12 05:53:17.598519+00:00
235008741,0,LOUISA N PZ101,MMNR9,30,3.8,18,6,0,6,0,0,24,60,FISHING GROUNDS,1,2023-10-12 05:53:24.104333+00:00
305389000,9433743,PEGASUS,V2ED2,31,5.8,15,35,7,7,10,14,7,0,GBHLY,1,2023-10-12 05:53:30.409830+00:00
232002842,0,CARLY               ,GABV   ,70,2.5,25,8,4,4,8,4,12,30,CH16                ,15,2023-10-12 05:53:32.610466+00:00
232006643,9818761,GINA MARY,MAQQ2,9,3,0,0,0,0,10,9,7,0,SCONSER,1,2023-10-12 05:53:32.650666+00:00
235025112,9319741,BUTE,MHPD8,69,3,11,61,7,8,10,12,21,30,GBRAY GBWMB,1,2023-10-12 05:53:36.348354+00:00
232002927,8807947,SD MOORHEN          ,GACX   ,34,2,21,10,3,8,8,10,9,0,KYLE OF LOCHALSH    ,0,2023-10-12 05:53:41.606640+00:00
235089447,700203,SEAMOGS ,MBRE3,36,1.9,9,6,1,4,9,4,8,0,OLD.COURT       ,15,2023-10-12 05:53:47.829282+00:00
231873000,9963487,BALTIC CRYSTAL      ,OZ2211 ,70,6.5,89,11,1,13,10,19,14,0,GBBEL>SEROR         ,1,2023-10-12 05:53:52.009193+00:00
308919000,8912302,YEOMAN BRIDGE,C6JY9,70,8.5,206,44,27,11,10,10,7,0,GBGSA,1,2023-10-12 05:54:02.082569+00:00
636016722,9705885,ELKA ASTIR          ,D5HL6  ,80,8.2,161,28,12,23,10,5,18,0,FOR ORDERS          ,1,2023-10-12 05:54:12.452895+00:00
